Diagnostic Code,Rated Issue Name,Max Rating(%),Body System, Category, Subcategory, CFR_Ref
6205,Meniere's syndrome (endolymphatic hydrops).,100,The Organs of Special Sense,Ear,,38 CFR 4.87
6207,Loss of auricle.,50,The Organs of Special Sense,Ear,,38 CFR 4.87
6208,Malignant neoplasm of the ear (other than skin only),100,The Organs of Special Sense,Ear,,38 CFR 4.87
6209,Benign neoplasms of the ear (other than skin only).,100,The Organs of Special Sense,Ear,,38 CFR 4.87
6210,Chronic otitis externa.,10,The Organs of Special Sense,Ear,,38 CFR 4.87
6211,"Tympanic membrane, perforation of",0,The Organs of Special Sense,Ear,,38 CFR 4.87
6260,"Tinnitus, recurrent",10,The Organs of Special Sense,Ear,,38 CFR 4.87
6275,"Sense of smell, complete loss",10,The Organs of Special Sense,Other sense organs,,38 CFR 4.87a
6276,"Sense of taste, complete loss",10,The Organs of Special Sense,Other sense organs,,38 CFR 4.87a
6300,"Vibriosis (Cholera, Non-cholera).",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6301,Visceral leishmaniasis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6302,Leprosy (Hansen's disease).,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6304,Malaria.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6305,"Lymphatic filariasis, to include elephantiasis.",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6306,Bartonellosis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6307,Plague.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6308,Relapsing Fever.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6309,Rheumatic fever.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6310,"Syphilis, and other treponema infections.",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6311,"Tuberculosis, miliary.",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6312,Nontuberculosis mycobacterium infection.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6313,Avitaminosis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6314,Beriberi.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6315,Pellagra.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6316,Brucellosis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6317,"Rickettsial, ehrlichia, and anaplasma infections.",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6318,Melioidosis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6319,Lyme disease.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6320,Parasitic diseases otherwise not specified.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6325,Hyperinfection syndrome or disseminated strongyloidiasis.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6326,Schistosomiasis.,0,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6329,"Hemorrhagic fevers, including dengue, yellow fever, and others.",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6330,Campylobacter jejuni infection.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6331,Coxiella burnetii infection (Q fever).,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6333,Nontyphoid salmonella infections.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6334,Shigella infections.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6335,West Nile virus infection.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6350,"Lupus erythematosus, systemic (disseminated).",100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6351,HIV-related illness.,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6354,Chronic fatigue syndrome (CFS).,100,"Infectious Diseases, Immune Disorders and Nutritional Deficiencies",,,38 CFR 4.88b
6502,"Septum, nasal, deviation of.",10,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6504,"Nose, loss of part of, or scars.",30,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6510,"Sinusitis, pansinusitis, chronic.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6511,"Sinusitis, ethmoid, chronic.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6512,"Sinusitis, frontal, chronic.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6513,"Sinusitis, maxillary, chronic.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6514,"Sinusitis, sphenoid, chronic.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6515,"Laryngitis, tuberculous, active or inactive.",100,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6516,"Laryngitis, chronic.",30,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6518,"Laryngectomy, total.",100,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6519,"Aphonia, complete organic.",100,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6520,"Larynx, stenosis of, including residuals of laryngeal trauma (unilateral or bilateral).",100,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6521,"Pharynx, injuries to.",50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6522,Allergic or vasomotor rhinitis.,30,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6523,Bacterial rhinitis.,50,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6524,Granulomatous rhinitis.,100,The respiratory system,DISEASES OF THE NOSE AND THROAT,,38 CFR 4.97
6600,"Bronchitis, chronic.",100,The respiratory system,DISEASES OF THE TRACHEA AND BRONCHI,,38 CFR 4.97
6601,Bronchiectasis.,100,The respiratory system,DISEASES OF THE TRACHEA AND BRONCHI,,38 CFR 4.97
6602,"Asthma, bronchial.",100,The respiratory system,DISEASES OF THE TRACHEA AND BRONCHI,,38 CFR 4.97
6603,"Emphysema, pulmonary.",100,The respiratory system,DISEASES OF THE TRACHEA AND BRONCHI,,38 CFR 4.97
6604,Chronic obstructive pulmonary disease.,100,The respiratory system,DISEASES OF THE TRACHEA AND BRONCHI,,38 CFR 4.97
6701,"Tuberculosis, pulmonary, chronic, far advanced, active",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6702,"Tuberculosis, pulmonary, chronic, moderately advanced, active",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6703,"Tuberculosis, pulmonary, chronic, minimal, active",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6704,"Tuberculosis, pulmonary, chronic, active, advancement unspecified",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6721,"Tuberculosis, pulmonary, chronic, far advanced, inactive",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6722,"Tuberculosis, pulmonary, chronic, moderately advanced, inactive",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6723,"Tuberculosis, pulmonary, chronic, minimal, inactive",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6724,"Tuberculosis, pulmonary, chronic, inactive, advancement unspecified",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6730,"Tuberculosis, pulmonary, chronic, active",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6731,"Tuberculosis, pulmonary, chronic, inactive.",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6732,"Pleurisy, tuberculous, active or inactive.",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6817,Pulmonary Vascular Disease.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6819,"Neoplasms, malignant, any specified part of respiratory system exclusive of skin growths",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6820,"Neoplasms, benign, any specified part of respiratory system. Evaluate using an appropriate respiratory analogy.",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6822,Actinomycosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6823,Nocardiosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6824,Chronic lung abscess.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6825,"Diffuse interstitial fibrosis (interstitial pneumonitis, fibrosing alveolitis).",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6826,Desquamative interstitial pneumonitis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6827,Pulmonary alveolar proteinosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6828,Eosinophilic granuloma of lung.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6829,Drug-induced pulmonary pneumonitis and fibrosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6830,Radiation-induced pulmonary pneumonitis and fibrosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6831,Hypersensitivity pneumonitis (extrinsic allergic alveolitis).,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6832,"Pneumoconiosis (silicosis, anthracosis, etc.).",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6833,Asbestosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6834,Histoplasmosis of lung.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6835,Coccidioidomycosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6836,Blastomycosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6837,Cryptococcosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6838,Aspergillosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6839,Mucormycosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6840,Diaphragm paralysis or paresis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6841,Spinal cord injury with respiratory insufficiency.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6842,"Kyphoscoliosis, pectus excavatum, pectus carinatum.",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6843,"Traumatic chest wall defect, pneumothorax, hernia, etc.",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6844,"Post-surgical residual (lobectomy, pneumonectomy, etc.).",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6845,Chronic pleural effusion or fibrosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6846,Sarcoidosis.,100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
6847,"Sleep Apnea Syndromes (Obstructive, Central, Mixed).",100,The respiratory system,DISEASES OF THE LUNGS AND PLEURA—TUBERCULOSIS,,38 CFR 4.97
7000,"Valvular heart disease (including rheumatic heart disease),",100,The Cardiovascular System,,,38 CFR 4.104
7001,"Endocarditis, or",100,The Cardiovascular System,,,38 CFR 4.104
7002,Pericarditis.,100,The Cardiovascular System,,,38 CFR 4.104
7003,Pericardial adhesions.,100,The Cardiovascular System,,,38 CFR 4.104
7004,Syphilitic heart disease.,100,The Cardiovascular System,,,38 CFR 4.104
7005,Arteriosclerotic heart disease (coronary artery disease).,100,The Cardiovascular System,,,38 CFR 4.104
7006,Myocardial infarction.,100,The Cardiovascular System,,,38 CFR 4.104
7007,Hypertensive heart disease.,100,The Cardiovascular System,,,38 CFR 4.104
7008,Hyperthyroid heart disease.,100,The Cardiovascular System,,,38 CFR 4.104
7009,"Bradycardia (Bradyarrhythmia), symptomatic, requiring permanent pacemaker implantation.",100,The Cardiovascular System,,,38 CFR 4.104
7010,Supraventricular tachycardia.,30,The Cardiovascular System,,,38 CFR 4.104
7011,Ventricular arrhythmias (sustained).,100,The Cardiovascular System,,,38 CFR 4.104
7015,Atrioventricular block.,100,The Cardiovascular System,,,38 CFR 4.104
7016,Heart valve replacement (prosthesis).,100,The Cardiovascular System,,,38 CFR 4.104
7017,Coronary bypass surgery.,100,The Cardiovascular System,,,38 CFR 4.104
7018,Implantable cardiac pacemakers.,100,The Cardiovascular System,,,38 CFR 4.104
7019,Cardiac transplantation.,100,The Cardiovascular System,,,38 CFR 4.104
7020,Cardiomyopathy.,100,The Cardiovascular System,,,38 CFR 4.104
7101,Hypertensive vascular disease (hypertension and isolated systolic hypertension).,60,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7110,"Aortic aneurysm. Ascending, thoracic, or abdominal.",100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7111,"Aneurysm, any large artery.",100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7112,"Aneurysm, any small artery.",100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7113,"Arteriovenous fistula, traumatic.",100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7114,Peripheral arterial disease.,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7115,Thrombo-angiitis obliterans (Buerger's Disease).,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7117,Raynaud's syndrome (also known as secondary Raynaud's phenomenon or secondary Raynaud's).,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7118,Angioneurotic edema.,40,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7119,Erythromelalgia.,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7120,Varicose veins.,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7121,Post-phlebitic syndrome of any etiology.,100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7122,Cold injury residuals.,30,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7123,Soft tissue sarcoma (of vascular origin),100,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7124,Raynaud's disease (also known as primary Raynaud's).,10,The Cardiovascular System,Diseases of the Arteries and Veins,,38 CFR 4.104
7200,"Mouth, injuries of.",90,The Digestive System,,,38 CFR 4.114
7201,"Lips, injuries of.",90,The Digestive System,,,38 CFR 4.114
7202,"Tongue, loss of whole or part.",100,The Digestive System,,,38 CFR 4.114
7203,"Esophagus, stricture of.",80,The Digestive System,,,38 CFR 4.114
7204,"Esophagus, spasm of (cardiospasm).",80,The Digestive System,,,38 CFR 4.114
7205,"Esophagus, diverticulum of, acquired.",80,The Digestive System,,,38 CFR 4.114
7301,"Peritoneum, adhesions of.",50,The Digestive System,,,38 CFR 4.114
7304,"Ulcer, gastric.",100,The Digestive System,,,38 CFR 4.114
7305,"Ulcer, duodenal.",60,The Digestive System,,,38 CFR 4.114
7306,"Ulcer, marginal (gastrojejunal).",100,The Digestive System,,,38 CFR 4.114
7307,"Gastritis, hypertrophic (identified by gastroscope).",60,The Digestive System,,,38 CFR 4.114
7308,Postgastrectomy syndromes.,60,The Digestive System,,,38 CFR 4.114
7309,"Stomach, stenosis of.",80,The Digestive System,,,38 CFR 4.114
7310,"Stomach, injury of, residuals.",50,The Digestive System,,,38 CFR 4.114
7311,Residuals of injury of the liver.,100,The Digestive System,,,38 CFR 4.114
7312,"Cirrhosis of the liver, primary biliary cirrhosis, or cirrhotic phase of sclerosing cholangitis.",100,The Digestive System,,,38 CFR 4.114
7314,"Cholecystitis, chronic.",30,The Digestive System,,,38 CFR 4.114
7315,"Cholelithiasis, chronic.",30,The Digestive System,,,38 CFR 4.114
7316,"Cholangitis, chronic.",30,The Digestive System,,,38 CFR 4.114
7317,"Gall bladder, injury of.",50,The Digestive System,,,38 CFR 4.114
7318,"Gall bladder, removal of.",30,The Digestive System,,,38 CFR 4.114
7319,"Irritable colon syndrome (spastic colitis, mucous colitis, etc.).",30,The Digestive System,,,38 CFR 4.114
7321,Amebiasis.,100,The Digestive System,,,38 CFR 4.114
7322,"Dysentery, bacillary.",100,The Digestive System,,,38 CFR 4.114
7323,"Colitis, ulcerative.",100,The Digestive System,,,38 CFR 4.114
7324,"Distomiasis, intestinal or hepatic.",30,The Digestive System,,,38 CFR 4.114
7325,"Enteritis, chronic.",30,The Digestive System,,,38 CFR 4.114
7326,"Enterocolitis, chronic.",30,The Digestive System,,,38 CFR 4.114
7327,Diverticulitis.,100,The Digestive System,,,38 CFR 4.114
7328,"Intestine, small, resection of.",60,The Digestive System,,,38 CFR 4.114
7329,"Intestine, large, resection of.",40,The Digestive System,,,38 CFR 4.114
7330,"Intestine, fistula of, persistent, or after attempt at operative closure.",100,The Digestive System,,,38 CFR 4.114
7331,"Peritonitis, tuberculous, active or inactive.",100,The Digestive System,,,38 CFR 4.114
7332,"Rectum and anus, impairment of sphincter control.",100,The Digestive System,,,38 CFR 4.114
7333,"Rectum and anus, stricture of.",100,The Digestive System,,,38 CFR 4.114
7334,"Rectum, prolapse of.",50,The Digestive System,,,38 CFR 4.114
7335,"Ano, fistula in.",100,The Digestive System,,,38 CFR 4.114
7336,"Hemorrhoids, external or internal.",20,The Digestive System,,,38 CFR 4.114
7337,Pruritus ani.,0,The Digestive System,,,38 CFR 4.114
7338,"Hernia, inguinal.",70,The Digestive System,,,38 CFR 4.114
7339,"Hernia, ventral, postoperative.",100,The Digestive System,,,38 CFR 4.114
7340,"Hernia, femoral.",70,The Digestive System,,,38 CFR 4.114
7342,"Visceroptosis, symptomatic, marked",10,The Digestive System,,,38 CFR 4.114
7343,"Malignant neoplasms of the digestive system, exclusive of skin growths",100,The Digestive System,,,38 CFR 4.114
7344,"Benign neoplasms, exclusive of skin growths.",0,The Digestive System,,,38 CFR 4.114
7345,"Chronic liver disease without cirrhosis (including hepatitis B, chronic active hepatitis, autoimmune hepatitis, hemochromatosis, drug-induced hepatitis, etc., but excluding bile duct disorders and hepatitis C).",100,The Digestive System,,,38 CFR 4.114
7346,Hernia hiatal.,60,The Digestive System,,,38 CFR 4.114
7347,Pancreatitis.,100,The Digestive System,,,38 CFR 4.114
7348,Vagotomy with pyloroplasty or gastroenterostomy.,40,The Digestive System,,,38 CFR 4.114
7351,Liver transplant.,100,The Digestive System,,,38 CFR 4.114
7354,"Hepatitis C (or non-A, non-B hepatitis).",100,The Digestive System,,,38 CFR 4.114
7500,"Kidney, removal of one.",100,The Genitourinary System,,,38 CFR 4.115b
7501,"Kidney, abscess of.",30,The Genitourinary System,,,38 CFR 4.115b
7502,"Nephritis, chronic.",100,The Genitourinary System,,,38 CFR 4.115b
7504,"Pyelonephritis, chronic.",100,The Genitourinary System,,,38 CFR 4.115b
7505,"Kidney, tuberculosis of.",100,The Genitourinary System,,,38 CFR 4.115b
7507,"Nephrosclerosis, arteriolar.",100,The Genitourinary System,,,38 CFR 4.115b
7508,Nephrolithiasis/Ureterolithiasis/Nephrocalcinosis.,100,The Genitourinary System,,,38 CFR 4.115b
7509,Hydronephrosis.,100,The Genitourinary System,,,38 CFR 4.115b
7511,"Ureter, stricture of.",100,The Genitourinary System,,,38 CFR 4.115b
7512,"Cystitis, chronic, includes interstitial and all etiologies, infectious and non-infectious.",60,The Genitourinary System,,,38 CFR 4.115b
7515,"Bladder, calculus in, with symptoms interfering with function.",60,The Genitourinary System,,,38 CFR 4.115b
7516,"Bladder, fistula of.",100,The Genitourinary System,,,38 CFR 4.115b
7517,"Bladder, injury of.",60,The Genitourinary System,,,38 CFR 4.115b
7518,"Urethra, stricture of.",60,The Genitourinary System,,,38 CFR 4.115b
7519,"Urethra, fistula of.",100,The Genitourinary System,,,38 CFR 4.115b
7520,"Penis, removal of half or more",30,The Genitourinary System,,,38 CFR 4.115b
7521,"Penis, removal of glans",20,The Genitourinary System,,,38 CFR 4.115b
7522,"Erectile dysfunction, with or without penile deformity",0,The Genitourinary System,,,38 CFR 4.115b
7523,"Testis, atrophy complete.",20,The Genitourinary System,,,38 CFR 4.115b
7524,"Testis, removal.",30,The Genitourinary System,,,38 CFR 4.115b
7525,"Prostatitis, urethritis, epididymitis, orchitis (unilateral or bilateral), chronic only.",100,The Genitourinary System,,,38 CFR 4.115b
7527,"Prostate gland injuries, infections, hypertrophy, postoperative residuals, bladder outlet obstruction.",60,The Genitourinary System,,,38 CFR 4.115b
7528,Malignant neoplasms of the genitourinary system,100,The Genitourinary System,,,38 CFR 4.115b
7529,Benign neoplasms of the genitourinary system.,100,The Genitourinary System,,,38 CFR 4.115b
7530,Chronic renal disease requiring regular dialysis.,100,The Genitourinary System,,,38 CFR 4.115b
7531,Kidney transplant.,100,The Genitourinary System,,,38 CFR 4.115b
7532,"Renal tubular disorders (such as renal glycosurias, aminoacidurias, renal tubular acidosis, Fanconi's syndrome, Bartter's syndrome, related disorders of Henle's loop and proximal or distal nephron function, etc.).",100,The Genitourinary System,,,38 CFR 4.115b
7533,Cystic diseases of the kidneys.,100,The Genitourinary System,,,38 CFR 4.115b
7534,"Atherosclerotic renal disease (renal artery stenosis, atheroembolic renal disease, or large vessel disease, unspecified).",100,The Genitourinary System,,,38 CFR 4.115b
7535,"Toxic nephropathy (antibotics, radiocontrast agents, nonsteroidal anti-inflammatory agents, heavy metals, and similar agents).",100,The Genitourinary System,,,38 CFR 4.115b
7536,Glomerulonephritis.,100,The Genitourinary System,,,38 CFR 4.115b
7537,"Interstitial nephritis, including gouty nephropathy, disorders of calcium metabolism.",100,The Genitourinary System,,,38 CFR 4.115b
7538,Papillary necrosis.,100,The Genitourinary System,,,38 CFR 4.115b
7539,Renal amyloid disease.,100,The Genitourinary System,,,38 CFR 4.115b
7540,Disseminated intravascular coagulation with renal cortical necrosis.,100,The Genitourinary System,,,38 CFR 4.115b
7541,Renal involvement in diabetes mellitus type I or II.,100,The Genitourinary System,,,38 CFR 4.115b
7542,Neurogenic bladder.,60,The Genitourinary System,,,38 CFR 4.115b
7543,Varicocele/Hydrocele,0,The Genitourinary System,,,38 CFR 4.115b
7544,"Renal disease caused by viral infection such as human immunodeficiency virus (HIV), Hepatitis B, and Hepatitis C.",100,The Genitourinary System,,,38 CFR 4.115b
7545,"Bladder, diverticulum of.",60,The Genitourinary System,,,38 CFR 4.115b
7610,"Vulva or clitoris, disease or injury of (including vulvovaginitis)",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7611,"Vagina, disease or injury of.",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7612,"Cervix, disease or injury of.",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7613,"Uterus, disease, injury, or adhesions of.",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7614,"Fallopian tube, disease, injury, or adhesions of (including pelvic inflammatory disease (PID)).",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7615,"Ovary, disease, injury, or adhesions of.",30,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7617,"Uterus and both ovaries, removal of, complete.",100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7618,"Uterus, removal of, including corpus.",100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7619,"Ovary, removal of.",100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7620,"Ovaries, atrophy of both, complete",20,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7621,"Complete or incomplete pelvic organ prolapse due to injury, disease, or surgical complications of pregnancy",10,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7624,"Fistula, rectovaginal.",100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7625,"Fistula, urethrovaginal.",100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7626,"Breast, surgery of.",80,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7627,Malignant neoplasms of gynecological system,100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7628,Benign neoplasms of gynecological system.,,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7629,Endometriosis.,50,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7630,Malignant neoplasms of the breast,100,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7631,Benign neoplasms of the breast and other injuries of the breast. ,,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7632,Female sexual arousal disorder (FSAD),0,Gynecological Conditions and Disorders of the Breast,,,38 CFR 4.116
7702,"Agranulocytosis, acquired.",100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7703,Leukemia (except for chronic myelogenous leukemia).,100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7704,Polycythemia vera.,100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7705,Immune thrombocytopenia.,100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7706,Splenectomy,20,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7707,"Spleen, injury of, healed.",0,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7709,Hodgkin's lymphoma.,100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7710,"Adenitis, tuberculous, active or inactive.",100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
7712,Multiple myeloma.,100,The Hematologic and Lymphatic Systems,,,38 CFR 4.117
