DIAGNOSTIC_CODE,RATED_ISSUE_NAME,CC_ID,CC_NAME,AUTO_ELIGIBLE_DC,CC_VERSION
5141,"Amputation middle, ring and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5121,Amputation of arm above insertion of deltoid,8990,Musculoskeletal - Amputations,FALSE,0.2
5122,Amputation of arm below insertion of deltoid,8990,Musculoskeletal - Amputations,FALSE,0.2
5126,Amputation of five digits of one hand,8990,Musculoskeletal - Amputations,FALSE,0.2
5123,Amputation of forearm above pronator teres,8990,Musculoskeletal - Amputations,FALSE,0.2
5124,Amputation of forearm below pronator teres,8990,Musculoskeletal - Amputations,FALSE,0.2
5166,Amputation of forefoot,8990,Musculoskeletal - Amputations,FALSE,0.2
5153,Amputation of index finger,8990,Musculoskeletal - Amputations,FALSE,0.2
5164,Amputation of leg - loss of natural knee action,8990,Musculoskeletal - Amputations,FALSE,0.2
5165,Amputation of leg permitting prosthesis,8990,Musculoskeletal - Amputations,FALSE,0.2
5163,Amputation of leg with defective stump,8990,Musculoskeletal - Amputations,FALSE,0.2
5156,Amputation of little finger,8990,Musculoskeletal - Amputations,FALSE,0.2
5154,Amputation of middle finger,8990,Musculoskeletal - Amputations,FALSE,0.2
5162,Amputation of middle or lower thirds of the leg,8990,Musculoskeletal - Amputations,FALSE,0.2
5155,Amputation of ring finger,8990,Musculoskeletal - Amputations,FALSE,0.2
5152,Amputation of thumb,8990,Musculoskeletal - Amputations,FALSE,0.2
5161,Amputation of upper third of the leg,8990,Musculoskeletal - Amputations,FALSE,0.2
5151,Amputation ring and little fingers,8990,Musculoskeletal - Amputations,FALSE,0.2
5142,Amputation thumb and index fingers,8990,Musculoskeletal - Amputations,FALSE,0.2
5145,Amputation thumb and little fingers,8990,Musculoskeletal - Amputations,FALSE,0.2
5143,Amputation thumb and middle fingers,8990,Musculoskeletal - Amputations,FALSE,0.2
5144,Amputation thumb and ring fingers,8990,Musculoskeletal - Amputations,FALSE,0.2
5134,"Amputation thumb, index and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5133,"Amputation thumb, index and ring fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5132,"Amputation thumb, index, and middle fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5128,"Amputation thumb, index, middle and little finger",8990,Musculoskeletal - Amputations,FALSE,0.2
5127,"Amputation thumb, index, middle and ring fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5129,"Amputation thumb, index, ring, and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5136,"Amputation thumb, middle and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5135,"Amputation thumb, middle and ring fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5130,"Amputation thumb, middle, ring and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5137,"Amputation thumb, ring and little fingers",8990,Musculoskeletal - Amputations,FALSE,0.2
5107,Anatomical loss of both feet,8990,Musculoskeletal - Amputations,FALSE,0.2
5106,Anatomical loss of both hands,8990,Musculoskeletal - Amputations,FALSE,0.2
5108,Anatomical loss of one hand and one foot,8990,Musculoskeletal - Amputations,FALSE,0.2
5120,Disarticulation of arm,8990,Musculoskeletal - Amputations,FALSE,0.2
5160,Disarticulation of leg,8990,Musculoskeletal - Amputations,FALSE,0.2
5167,Loss of use of a foot,8990,Musculoskeletal - Amputations,FALSE,0.2
5105,Loss of use of both feet and one hand,8990,Musculoskeletal - Amputations,FALSE,0.2
5104,Loss of use of both hands and one foot,8990,Musculoskeletal - Amputations,FALSE,0.2
5125,Loss of use of one hand,8990,Musculoskeletal - Amputations,FALSE,0.2
5056,"Ankle replacement, prosthesis",8991,Musculoskeletal - Ankle,FALSE,0.2
5270,Ankylosis of ankle,8991,Musculoskeletal - Ankle,FALSE,0.2
5274,Astragalectomy (ankle condition),8991,Musculoskeletal - Ankle,FALSE,0.2
5271,Limitation of motion of the ankle,8991,Musculoskeletal - Ankle,FALSE,0.2
5273,Malunion of ankle,8991,Musculoskeletal - Ankle,FALSE,0.2
5272,"Subastragalar or tarsal joint, ankylosis.",8991,Musculoskeletal - Ankle,FALSE,0.2
5004,"Arthritis, gonorrheal",8992,Musculoskeletal - Arthritis,FALSE,0.2
5009,"Arthritis, other types",8992,Musculoskeletal - Arthritis,FALSE,0.2
5005,"Arthritis, pneumococcic",8992,Musculoskeletal - Arthritis,FALSE,0.2
5008,"Arthritis, streptococcic",8992,Musculoskeletal - Arthritis,FALSE,0.2
5007,"Arthritis, syphilitic",8992,Musculoskeletal - Arthritis,FALSE,0.2
5006,"Arthritis, typhoid",8992,Musculoskeletal - Arthritis,FALSE,0.2
5003,Degenerative arthritis,8992,Musculoskeletal - Arthritis,FALSE,0.2
5017,Gout,8992,Musculoskeletal - Arthritis,FALSE,0.2
5002,Rheumatoid arthritis,8992,Musculoskeletal - Arthritis,FALSE,0.2
5010,Traumatic arthritis,8992,Musculoskeletal - Arthritis,FALSE,0.2
5298,Removal of coccyx (tailbone),249482,Musculoskeletal - Bones,FALSE,0.2
5297,Removal of rib(s),249482,Musculoskeletal - Bones,FALSE,0.2
5205,Ankylosis of the elbow,8993,Musculoskeletal - Elbow,FALSE,0.2
5052,"Elbow replacement, prosthesis",8993,Musculoskeletal - Elbow,FALSE,0.2
5208,Forearm flexion limited to 100; extension to 45,8993,Musculoskeletal - Elbow,FALSE,0.2
5213,Impaired supination and pronation of forearm,8993,Musculoskeletal - Elbow,FALSE,0.2
5209,Impairment of elbow or flail joint,8993,Musculoskeletal - Elbow,FALSE,0.2
5212,Impairment of radius,8993,Musculoskeletal - Elbow,FALSE,0.2
5211,Impairment of ulna,8993,Musculoskeletal - Elbow,FALSE,0.2
5207,Limited extension of the forearm,8993,Musculoskeletal - Elbow,FALSE,0.2
5206,Limited flexion of the forearm,8993,Musculoskeletal - Elbow,FALSE,0.2
5210,Nonunion of radius and ulna,8993,Musculoskeletal - Elbow,FALSE,0.2
5278,"Claw foot (pes cavus, acquired",8994,Musculoskeletal - Foot,FALSE,0.2
5276,"Flatfoot, acquired",8994,Musculoskeletal - Foot,FALSE,0.2
5281,"Hallux rigidus (foot), unilateral, severe",8994,Musculoskeletal - Foot,FALSE,0.2
5280,"Hallux valgus, unilateral (foot condition)",8994,Musculoskeletal - Foot,FALSE,0.2
5282,Hammer toe,8994,Musculoskeletal - Foot,FALSE,0.2
5283,Malunion of tarsal or metatarsal bones (toes),8994,Musculoskeletal - Foot,FALSE,0.2
5279,Metatarsalgia (foot pain) (Morton's disease),8994,Musculoskeletal - Foot,FALSE,0.2
5269,Plantar fascitis,8994,Musculoskeletal - Foot,FALSE,0.2
5284,Residuals of foot injury,8994,Musculoskeletal - Foot,FALSE,0.2
5277,"Weak foot condition, bilateral",8994,Musculoskeletal - Foot,FALSE,0.2
5225,Ankylosis of the index finger,8995,Musculoskeletal - Hand,FALSE,0.2
5226,Ankylosis of the middle finger,8995,Musculoskeletal - Hand,FALSE,0.2
5227,Ankylosis of the ring or little finger,8995,Musculoskeletal - Hand,FALSE,0.2
5224,Ankylosis of the thumb,8995,Musculoskeletal - Hand,FALSE,0.2
5220,Favorable ankylosis of all fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5221,Favorable ankylosis of four fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5222,Favorable ankylosis of three fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5223,Favorable ankylosis of two fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5229,Limitation of motion of index or long finger,8995,Musculoskeletal - Hand,FALSE,0.2
5230,Limitation of motion of ring or little finger,8995,Musculoskeletal - Hand,FALSE,0.2
5228,Limitation of motion of thumb,8995,Musculoskeletal - Hand,FALSE,0.2
5217,Unfavorable ankylosis of four fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5216,Unfavorable ankylosis of one hand,8995,Musculoskeletal - Hand,FALSE,0.2
5218,Unfavorable ankylosis of three fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5219,Unfavorable ankylosis of two fingers,8995,Musculoskeletal - Hand,FALSE,0.2
5250,Ankylosis of the hip,8996,Musculoskeletal - Hip,FALSE,0.2
5254,Hip or flail joint condition,8996,Musculoskeletal - Hip,FALSE,0.2
5054,Hip replacement,8996,Musculoskeletal - Hip,FALSE,0.2
5251,Limitation of extension of the thigh,8996,Musculoskeletal - Hip,FALSE,0.2
5252,Limitation of flexion of the thigh,8996,Musculoskeletal - Hip,FALSE,0.2
5253,"Thigh condition, general",8996,Musculoskeletal - Hip,FALSE,0.2
5256,Ankylosis of the knee,8997,Musculoskeletal - Knee,FALSE,0.2
5258,"Dislocated cartilage, semilunar - knee",8997,Musculoskeletal - Knee,FALSE,0.2
5263,Gena recurvatum - knee condition,8997,Musculoskeletal - Knee,FALSE,0.2
5262,Impairment of lower leg - tibia and fibula,8997,Musculoskeletal - Knee,FALSE,0.2
5257,"Impairment of the knee, general",8997,Musculoskeletal - Knee,FALSE,0.2
5055,Knee replacement,8997,Musculoskeletal - Knee,FALSE,0.2
5261,"Limitation of extension, knee",8997,Musculoskeletal - Knee,FALSE,0.2
5260,"Limitation of flexion, knee",8997,Musculoskeletal - Knee,FALSE,0.2
5259,"Removal of cartilage, semilunar - knee",8997,Musculoskeletal - Knee,FALSE,0.2
5291,limitation of motion of dorsal spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),FALSE,0.2
5292,limitation of motion of lumbar spine,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),FALSE,0.2
5295,lumbosacral strain,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),FALSE,0.2
5236,Sacroiliac Injury and Weakness,8998,Musculoskeletal - Mid/Lower Back (Thoracolumbar Spine),FALSE,0.2
5290,limitation of motion of cervical spine,8999,Musculoskeletal - Neck/Upper Back (Cervical Spine),FALSE,0.2
5000,Osteomyelitis,9000,Musculoskeletal - Osteomyelitis,FALSE,0.2
5296,Loss of part of skull,9001,Musculoskeletal - Other,FALSE,0.2
5200,Ankylosis of shoulder joint,9002,Musculoskeletal - Shoulder,FALSE,0.2
5203,"Clavicle or scapula, impairment of",9002,Musculoskeletal - Shoulder,FALSE,0.2
5202,Impairment of upper arm - humerus,9002,Musculoskeletal - Shoulder,FALSE,0.2
5201,Limitation of motion of the arm,9002,Musculoskeletal - Shoulder,FALSE,0.2
5051,Shoulder replacement,9002,Musculoskeletal - Shoulder,FALSE,0.2
5173,Amputation of 3-4 toes other than great,9003,Musculoskeletal - Toe Amputations,FALSE,0.2
5172,Amputation of a toe other than great,9003,Musculoskeletal - Toe Amputations,FALSE,0.2
5170,Amputation of all toes,9003,Musculoskeletal - Toe Amputations,FALSE,0.2
5171,Amputation of great toe,9003,Musculoskeletal - Toe Amputations,FALSE,0.2
5214,Ankylosis of wrist,9004,Musculoskeletal - Wrist,FALSE,0.2
5215,Limited motion of wrist,9004,Musculoskeletal - Wrist,FALSE,0.2
5053,Wrist replacement,9004,Musculoskeletal - Wrist,FALSE,0.2
5331,Compartment syndrome,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5312,Injury affecting dorsiflexion (group XII) of foot,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5317,Injury affecting hip extension,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5313,Injury affecting hip extension and knee flexion,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5316,Injury affecting hip flexion,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5314,Injury affecting knee extension and hip flexion,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5311,Injury affecting propulsion (group XI) of foot,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5306,Injury to extensor muscles (group VI) of elbow,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5308,Injury to extensors (group VIII) of fingers/thumb,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5301,Injury to extrinsic muscles (group I) of shoulder,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5302,Injury to extrinsic muscles (group II) of shoulder,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5325,Injury to facial muscles,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5319,Injury to flexion and lateral motion - spine,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5305,Injury to flexor muscles (group V) of elbow,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5307,Injury to flexors (group VII) of fingers/thumb,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5315,Injury to hip adduction; knee and hip flexion,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5303,Injury to intrinsic muscle (group III) of shoulder,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5304,Injury to intrinsic muscles (group IV) of shoulder,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5309,Injury to intrinsic muscles (group IX) of hand,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5310,Injury to intrinsic muscles (group X) of foot,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5322,Injury to muscles at front of neck,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5323,Injury to muscles at side and back of neck,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5321,Injury to muscles of respiration,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5318,Injury to thigh rotation and hip stabilization,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5326,Muscle hernia,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5330,Residuals of Rhabdomyolysis,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
5324,Rupture of diaphragm with herniation,9005,Musculoskeletal and Muscle Injuries,FALSE,0.2
8613,Inflammation of all radicular nerve groups,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8629,Inflammation of external cutaneous nerve - thigh,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8612,Inflammation of lower radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8611,Inflammation of middle radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8626,Inflammation of the anterior crural nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8623,Inflammation of the anterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8618,Inflammation of the circumflex nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8621,Inflammation of the external popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8630,Inflammation of the ilio-inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8624,Inflammation of the internal popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8627,Inflammation of the internal saphenous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8619,Inflammation of the long thoracic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8615,Inflammation of the median nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8617,Inflammation of the musculocutaneous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8628,Inflammation of the obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8625,Inflammation of the posterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8614,Inflammation of the radial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8620,Inflammation of the sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8622,Inflammation of the superficial peroneal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8610,Inflammation of upper radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8713,Neuralgia of all radicular nerve groups,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8726,Neuralgia of the anterior crural nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8723,Neuralgia of the anterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8718,Neuralgia of the circumflex nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8729,Neuralgia of the external cutaneous nerve - thigh,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8721,Neuralgia of the external popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8730,Neuralgia of the ilio-inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8724,Neuralgia of the internal popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8727,Neuralgia of the internal saphenous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8719,Neuralgia of the long thoracic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8712,Neuralgia of the lower radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8715,Neuralgia of the median nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8711,Neuralgia of the middle radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8717,Neuralgia of the musculocutaneous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8728,Neuralgia of the obtrurator nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8725,Neuralgia of the posterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8714,Neuralgia of the radial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8720,Neuralgia of the sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8722,Neuralgia of the superficial peroneal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8710,Neuralgia of the upper radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8513,Paralysis of all radicular nerve groups,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8526,Paralysis of the anterior crural nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8523,Paralysis of the anterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8518,Paralysis of the circumflex nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8529,Paralysis of the external cutaneous nerve - thigh,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8521,Paralysis of the external popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8530,Paralysis of the ilio-inguinal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8524,Paralysis of the internal popliteal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8527,Paralysis of the internal saphenous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8519,Paralysis of the long thoracic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8512,Paralysis of the lower radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8515,Paralysis of the median nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8511,Paralysis of the middle radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8517,Paralysis of the musculocutaneous nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8528,Paralysis of the obturator nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8525,Paralysis of the posterior tibial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8514,Paralysis of the radial nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8520,Paralysis of the sciatic nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8522,Paralysis of the superficial peroneal nerve,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8510,Paralysis of the upper radicular nerve group,9006,Neurological - Cranial/Peripheral Nerves,FALSE,0.2
8020,Abscess of the brain,9007,Neurological other System,FALSE,0.2
8017,Amyotrophic lateral sclerosis,9007,Neurological other System,FALSE,0.2
8107,Athetosis,9007,Neurological other System,FALSE,0.2
8005,Bulbar palsy,9007,Neurological other System,FALSE,0.2
8046,Cerebral arteriosclerosis,9007,Neurological other System,FALSE,0.2
8013,Cerebrospinal syphilis,9007,Neurological other System,FALSE,0.2
8015,Degeneration of spinal cord,9007,Neurological other System,FALSE,0.2
8000,Encephalitis,9007,Neurological other System,FALSE,0.2
8913,"Epilepsy, diencephalic",9007,Neurological other System,FALSE,0.2
8910,"Epilepsy, grand mal",9007,Neurological other System,FALSE,0.2
8912,"Epilepsy, Jacksonian and focal motor or sensory",9007,Neurological other System,FALSE,0.2
8911,"Epilepsy, petit mal",9007,Neurological other System,FALSE,0.2
8914,"Epilepsy, psychomotor",9007,Neurological other System,FALSE,0.2
5025,Fibromyalgia,9007,Neurological other System,FALSE,0.2
8012,Hematomyelia,9007,Neurological other System,FALSE,0.2
8106,Huntington's chorea,9007,Neurological other System,FALSE,0.2
8310,Inflammation of the 10th cranial nerve,9007,Neurological other System,FALSE,0.2
8311,Inflammation of the 11th cranial nerve,9007,Neurological other System,FALSE,0.2
8312,Inflammation of the 12th cranial nerve,9007,Neurological other System,FALSE,0.2
8305,Inflammation of the 5th cranial nerve,9007,Neurological other System,FALSE,0.2
8307,Inflammation of the 7th cranial nerve,9007,Neurological other System,FALSE,0.2
8309,Inflammation of the 9th cranial nerve,9007,Neurological other System,FALSE,0.2
8019,Meningitis,9007,Neurological other System,FALSE,0.2
8014,Meningovascular syphilis,9007,Neurological other System,FALSE,0.2
8018,Multiple sclerosis,9007,Neurological other System,FALSE,0.2
8025,Myasthenia gravis,9007,Neurological other System,FALSE,0.2
8010,Myelitis (inflammation of the spinal cord),9007,Neurological other System,FALSE,0.2
8108,Narcolepsy,9007,Neurological other System,FALSE,0.2
8103,Nervous tic,9007,Neurological other System,FALSE,0.2
8410,Neuralgia of the 10th cranial nerve,9007,Neurological other System,FALSE,0.2
8411,Neuralgia of the 11th cranial nerve,9007,Neurological other System,FALSE,0.2
8412,Neuralgia of the 12th cranial nerve,9007,Neurological other System,FALSE,0.2
8405,Neuralgia of the 5th cranial nerve,9007,Neurological other System,FALSE,0.2
8407,Neuralgia of the 7th cranial nerve,9007,Neurological other System,FALSE,0.2
8409,Neuralgia of the 9th cranial nerve,9007,Neurological other System,FALSE,0.2
8210,Paralysis of the 10th cranial nerve,9007,Neurological other System,FALSE,0.2
8211,Paralysis of the 11th cranial nerve,9007,Neurological other System,FALSE,0.2
8212,Paralysis of the 12th cranial nerve,9007,Neurological other System,FALSE,0.2
8205,Paralysis of the 5th cranial nerve,9007,Neurological other System,FALSE,0.2
8207,Paralysis of the 7th cranial nerve,9007,Neurological other System,FALSE,0.2
8209,Paralysis of the 9th cranial nerve,9007,Neurological other System,FALSE,0.2
8104,Paramyoclonus multiplex,9007,Neurological other System,FALSE,0.2
8004,Parkinson's disease,9007,Neurological other System,FALSE,0.2
8011,Poliomyelitis,9007,Neurological other System,FALSE,0.2
8023,Progressive muscular atrophy,9007,Neurological other System,FALSE,0.2
8105,Sydenham's chorea,9007,Neurological other System,FALSE,0.2
8024,Syringomyelia,9007,Neurological other System,FALSE,0.2
6822,Actinomycosis (lesions of the lymph nodes),9012,Respiratory,FALSE,0.2
6522,Allergic or vasomotor rhinitis.,9012,Respiratory,FALSE,0.2
6519,Aphonia (inability to speak),9012,Respiratory,FALSE,0.2
6838,Aspergillosis (lesions of the lung),9012,Respiratory,FALSE,0.2
6836,Blastomycosis (infection by yeastlike organism),9012,Respiratory,FALSE,0.2
6516,Chronic laryngitis,9012,Respiratory,FALSE,0.2
6824,Chronic lung abscess,9012,Respiratory,FALSE,0.2
6835,Coccidiodomycosis (fungous disease),9012,Respiratory,FALSE,0.2
6837,Cryptococcosis (acneiform lesions),9012,Respiratory,FALSE,0.2
6502,Deviated septum,9012,Respiratory,FALSE,0.2
6834,Histoplasmosis (infection of lung - from spores,9012,Respiratory,FALSE,0.2
6521,Injury to the pharynx,9012,Respiratory,FALSE,0.2
6842,Kyphoscoliosis (curvature of the sternum),9012,Respiratory,FALSE,0.2
6816,Lobectomy.,9012,Respiratory,FALSE,0.2
6839,Mucormycosis,9012,Respiratory,FALSE,0.2
6823,Nocardiosis (lung infection),9012,Respiratory,FALSE,0.2
6840,Paralysis of the diaphragm,9012,Respiratory,FALSE,0.2
6802,"Pneumoconiosis, unspecified",9012,Respiratory,FALSE,0.2
6844,"Post-surgical residual (lobectomy, pneumonectomy)",9012,Respiratory,FALSE,0.2
6817,Pulmonary Vascular Disease,9012,Respiratory,FALSE,0.2
6501,"Rhinitis, atrophic, chronic",9012,Respiratory,FALSE,0.2
6841,Spinal cord injury with respiratory insufficiency.,9012,Respiratory,FALSE,0.2
6520,Stenosis (constriction) of the larynx,9012,Respiratory,FALSE,0.2
6518,Total laryngectomy,9012,Respiratory,FALSE,0.2
6843,Traumatic chest wall defect,9012,Respiratory,FALSE,0.2
7802,"Scars, burns (2nd degree)",9013,Scars (Extremities and Trunk),FALSE,0.2
7801,"Scars, burns (3rd degree)",9013,Scars (Extremities and Trunk),FALSE,0.2
6504,Partial loss of the nose (or scars),9014,"Scars (Head, Face, Or Neck)",FALSE,0.2
7800,"Scars, head, face or neck",9014,"Scars (Head, Face, Or Neck)",FALSE,0.2
7814,Tinea barbae.,9016,Skin,FALSE,0.2
8045,Brain disease due to trauma,9020,Traumatic Brain Injury,FALSE,0.2
6701,Active pulmonary tuberculosis; far advanced,6890,Tuberculosis,FALSE,0.2
6703,Active pulmonary tuberculosis; minimal,6890,Tuberculosis,FALSE,0.2
6702,Active pulmonary tuberculosis; moderate,6890,Tuberculosis,FALSE,0.2
6704,Active pulmonary tuberculosis; unspecified advance,6890,Tuberculosis,FALSE,0.2
7710,Adenitis,6890,Tuberculosis,FALSE,0.2
6730,Chronic active pulmonary tuberculosis,6890,Tuberculosis,FALSE,0.2
6731,Chronic inactive pulmonary tuberculosis,6890,Tuberculosis,FALSE,0.2
6721,Inactive pulmonary tuberculosis; far advanced,6890,Tuberculosis,FALSE,0.2
6723,Inactive pulmonary tuberculosis; minimal,6890,Tuberculosis,FALSE,0.2
6722,Inactive pulmonary tuberculosis; moderate,6890,Tuberculosis,FALSE,0.2
6724,Inactive pulmonary tuberculosis; unspecified,6890,Tuberculosis,FALSE,0.2
6515,"Laryngitis, tuberculous (active or inactive)",6890,Tuberculosis,FALSE,0.2
7811,Lupus vulgaris (active or inactive),6890,Tuberculosis,FALSE,0.2
6311,Miliary tuberculosis,6890,Tuberculosis,FALSE,0.2
5001,Tuberculosis of bones and joints,6890,Tuberculosis,FALSE,0.2
7505,Tuberculosis of kidney,6890,Tuberculosis,FALSE,0.2
7331,Tuberculous peritonitis,6890,Tuberculosis,FALSE,0.2
